Kind,Date,EntryTime,Strike,OptionType,Signal,Confidence,EntrySpot,EntryPremium,TargetNifty,SLNifty,EstHoldMin,ExitTime,ExitSpot,ExitPremium,ExitReason,HoldMin,PnLSpotPct,PnLPremiumPct,PnLRupees,RollingSig,DirectionSig,CrossAssetSig
OPEN,2026-06-13,09:00:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-13,09:00:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,09:10:12,23622.90,83.15,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-13,09:11:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-13,09:11:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,09:20:12,23622.90,83.15,TIMEOUT,9.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-13,13:15:12,23650,CE,BUY CE,35.3,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-06-13,13:15:12,23650,CE,BUY CE,35.3,23622.90,150.25,23667.0,23601.0,18.0,13:34:12,23622.90,150.25,TIMEOUT,19.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-13,13:35:12,23650,CE,BUY CE,36.7,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,13:35:12,23650,CE,BUY CE,36.7,23622.90,150.25,23667.0,23601.0,18.0,13:53:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-13,13:54:12,23650,CE,BUY CE,37.1,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,13:54:12,23650,CE,BUY CE,37.1,23622.90,150.25,23667.0,23601.0,18.0,14:13:12,23622.90,150.25,TIMEOUT,19.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-13,14:14:12,23650,CE,BUY CE,37.0,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,14:14:12,23650,CE,BUY CE,37.0,23622.90,150.25,23667.0,23601.0,18.0,14:33:12,23622.90,150.25,TIMEOUT,19.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-13,14:34:12,23650,CE,BUY CE,40.3,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,14:34:12,23650,CE,BUY CE,40.3,23622.90,150.25,23667.0,23601.0,18.0,14:52:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-13,14:53:12,23650,CE,BUY CE,41.3,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-13,15:00:12,23600,CE,BUY CE,54.8,23622.90,179.30,23667.0,23601.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,14:53:12,23650,CE,BUY CE,41.3,23622.90,150.25,23667.0,23601.0,18.0,15:11:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,15:00:12,23600,CE,BUY CE,54.8,23622.90,179.30,23667.0,23601.0,29.0,15:29:12,23622.90,179.30,TIMEOUT,29.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-13,15:30:12,23600,CE,BUY CE,54.4,23622.90,179.30,23667.0,23601.0,25.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-13,15:30:12,23600,CE,BUY CE,54.4,23622.90,179.30,23667.0,23601.0,25.0,15:30:12,23622.90,179.30,EOD,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,09:00:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-14,09:00:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,09:10:12,23622.90,83.15,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-14,09:11:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-14,09:11:12,23550,PE,BUY PE,35.4,23622.90,83.15,23579.0,23645.0,9.0,09:21:12,23622.90,83.15,TIMEOUT,10.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-14,13:15:12,23650,CE,BUY CE,35.3,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-06-14,13:15:12,23650,CE,BUY CE,35.3,23622.90,150.25,23667.0,23601.0,18.0,13:33:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-14,13:34:12,23650,CE,BUY CE,36.5,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,13:34:12,23650,CE,BUY CE,36.5,23622.90,150.25,23667.0,23601.0,18.0,13:52:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,13:53:12,23650,CE,BUY CE,37.1,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,13:53:12,23650,CE,BUY CE,37.1,23622.90,150.25,23667.0,23601.0,18.0,14:12:12,23622.90,150.25,TIMEOUT,19.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,14:13:12,23650,CE,BUY CE,37.0,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,14:13:12,23650,CE,BUY CE,37.0,23622.90,150.25,23667.0,23601.0,18.0,14:32:12,23622.90,150.25,TIMEOUT,19.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,14:33:12,23650,CE,BUY CE,40.1,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,14:33:12,23650,CE,BUY CE,40.1,23622.90,150.25,23667.0,23601.0,18.0,14:51:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,14:52:12,23650,CE,BUY CE,41.1,23622.90,150.25,23667.0,23601.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,15:00:12,23600,CE,BUY CE,54.7,23622.90,179.30,23667.0,23601.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,14:52:12,23650,CE,BUY CE,41.1,23622.90,150.25,23667.0,23601.0,18.0,15:10:12,23622.90,150.25,TIMEOUT,18.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,15:00:12,23600,CE,BUY CE,54.7,23622.90,179.30,23667.0,23601.0,29.0,15:29:12,23622.90,179.30,TIMEOUT,29.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-14,15:30:12,23600,CE,BUY CE,54.4,23622.90,179.30,23667.0,23601.0,25.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-14,15:30:12,23600,CE,BUY CE,54.4,23622.90,179.30,23667.0,23601.0,25.0,15:30:12,23622.90,179.30,EOD,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-06-15,09:08:12,24050,CE,BUY CE,41.2,23984.85,27.10,24078.0,23938.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-06-15,09:08:12,24050,CE,BUY CE,41.2,23984.85,27.10,24078.0,23938.0,18.0,09:16:12,23984.85,27.10,FLIP,8.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-06-15,09:16:12,23950,PE,BUY PE,45.6,23961.10,314.60,23871.0,24006.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
EXIT,2026-06-15,09:16:12,23950,PE,BUY PE,45.6,23961.10,314.60,23871.0,24006.0,9.0,09:25:12,23957.55,104.70,TIMEOUT,9.0,0.01,-66.72,-13644,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-15,09:26:12,23950,PE,BUY PE,45.1,23946.00,104.70,23864.0,23987.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-06-15,09:28:12,23900,PE,BUY PE,44.7,23940.60,88.70,23858.0,23982.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-15,09:26:12,23950,PE,BUY PE,45.1,23946.00,104.70,23864.0,23987.0,9.0,09:35:12,23946.95,117.40,TIMEOUT,9.0,-0.00,12.13,826,BUY CE,BUY PE,BUY CE
EXIT,2026-06-15,09:28:12,23900,PE,BUY PE,44.7,23940.60,88.70,23858.0,23982.0,9.0,09:38:12,23937.10,90.20,TIMEOUT,10.0,0.01,1.69,98,BUY CE,BUY PE,BUY PE
OPEN,2026-06-15,09:39:12,23900,PE,BUY PE,39.1,23935.90,90.20,23859.0,23974.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-15,09:39:12,23900,PE,BUY PE,39.1,23935.90,90.20,23859.0,23974.0,9.0,09:48:12,23971.30,73.50,TIMEOUT,9.0,-0.15,-18.51,-1086,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-15,09:49:12,23950,PE,BUY PE,39.6,23976.35,95.45,23904.0,24012.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-15,09:50:12,23900,PE,BUY PE,39.8,23971.70,77.65,23900.0,24008.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-15,09:49:12,23950,PE,BUY PE,39.6,23976.35,95.45,23904.0,24012.0,9.0,09:58:12,23951.30,106.20,TIMEOUT,9.0,0.10,11.26,699,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-15,09:50:12,23900,PE,BUY PE,39.8,23971.70,77.65,23900.0,24008.0,9.0,09:59:12,23942.65,82.20,TIMEOUT,9.0,0.12,5.86,296,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-15,13:53:12,23800,PE,BUY PE,36.9,23871.65,53.95,23838.0,23889.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY PE,NO TRADE
OPEN,2026-06-15,13:54:12,23850,PE,BUY PE,37.7,23875.45,73.55,23841.0,23892.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY PE,BUY CE
EXIT,2026-06-15,13:53:12,23800,PE,BUY PE,36.9,23871.65,53.95,23838.0,23889.0,9.0,13:57:12,23898.65,51.85,SL,4.0,-0.11,-3.89,-137,NO TRADE,BUY PE,NO TRADE
EXIT,2026-06-15,13:54:12,23850,PE,BUY PE,37.7,23875.45,73.55,23841.0,23892.0,9.0,13:57:12,23898.65,70.70,SL,3.0,-0.10,-3.87,-185,NO TRADE,BUY PE,BUY CE
OPEN,2026-06-15,13:59:12,23850,PE,BUY PE,36.7,23901.15,67.75,23865.0,23919.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-15,13:59:12,23850,PE,BUY PE,36.7,23901.15,67.75,23865.0,23919.0,9.0,14:09:12,23887.70,66.25,TIMEOUT,10.0,0.06,-2.21,-98,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-15,14:10:12,23850,PE,BUY PE,36.4,23888.40,66.25,23853.0,23906.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-15,14:10:12,23850,PE,BUY PE,36.4,23888.40,66.25,23853.0,23906.0,9.0,14:20:12,23903.10,64.20,TIMEOUT,10.0,-0.06,-3.09,-133,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-15,14:31:12,23950,CE,BUY CE,35.1,23917.30,78.65,23950.0,23901.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY CE,NO TRADE
OPEN,2026-06-15,14:35:12,24000,CE,BUY CE,37.7,23933.95,64.10,23970.0,23916.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-06-15,14:31:12,23950,CE,BUY CE,35.1,23917.30,78.65,23950.0,23901.0,18.0,14:50:12,23923.00,83.35,TIMEOUT,19.0,0.02,5.98,305,NO TRADE,BUY CE,NO TRADE
EXIT,2026-06-15,14:35:12,24000,CE,BUY CE,37.7,23933.95,64.10,23970.0,23916.0,18.0,14:51:12,23923.00,62.95,FLIP,16.0,-0.05,-1.79,-75,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-15,14:51:12,23850,PE,BUY PE,38.3,23899.20,48.95,23863.0,23917.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-06-15,14:51:12,23850,PE,BUY PE,38.3,23899.20,48.95,23863.0,23917.0,9.0,15:00:12,23890.35,63.70,FLIP,9.0,0.04,30.13,959,BUY PE,BUY PE,BUY PE
OPEN,2026-06-15,15:00:12,23900,CE,BUY CE,46.2,23901.10,86.30,23938.0,23883.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-15,15:01:12,23850,CE,BUY CE,47.7,23855.50,113.20,23896.0,23836.0,28.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-15,15:00:12,23900,CE,BUY CE,46.2,23901.10,86.30,23938.0,23883.0,29.0,15:01:12,23855.50,86.30,SL,1.0,-0.19,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-15,15:02:12,23900,CE,BUY CE,45.5,23875.50,76.65,23918.0,23855.0,27.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-06-15,15:02:12,23900,CE,BUY CE,45.5,23875.50,76.65,23918.0,23855.0,27.0,15:07:12,23848.50,78.85,SL,5.0,-0.11,2.87,143,BUY CE,BUY CE,BUY PE
EXIT,2026-06-15,15:01:12,23850,CE,BUY CE,47.7,23855.50,113.20,23896.0,23836.0,28.0,15:12:12,23826.65,96.00,SL,11.0,-0.12,-15.19,-1118,BUY CE,BUY CE,BUY PE
OPEN,2026-06-15,15:13:12,23800,CE,BUY CE,46.0,23820.90,124.65,23863.0,23800.0,16.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-15,15:14:12,23900,CE,BUY CE,44.6,23834.25,71.65,23876.0,23813.0,15.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
EXIT,2026-06-15,15:14:12,23900,CE,BUY CE,44.6,23834.25,71.65,23876.0,23813.0,15.0,15:16:12,23847.50,61.95,FLIP,2.0,0.06,-13.54,-631,BUY CE,BUY PE,NO TRADE
EXIT,2026-06-15,15:13:12,23800,CE,BUY CE,46.0,23820.90,124.65,23863.0,23800.0,16.0,15:16:12,23847.50,110.00,FLIP,3.0,0.11,-11.75,-952,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-15,15:16:12,23800,PE,BUY PE,43.1,23854.40,68.75,23813.0,23875.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-06-15,15:16:12,23800,PE,BUY PE,43.1,23854.40,68.75,23813.0,23875.0,9.0,15:20:12,23866.65,54.50,FLIP,4.0,-0.05,-20.73,-926,BUY CE,BUY PE,BUY CE
OPEN,2026-06-15,15:20:12,23900,CE,BUY CE,43.9,23864.30,82.20,23907.0,23843.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-15,15:20:12,23900,CE,BUY CE,43.9,23864.30,82.20,23907.0,23843.0,9.0,15:30:12,23855.90,70.20,EOD,10.0,-0.04,-14.60,-780,BUY CE,BUY PE,BUY PE
OPEN,2026-06-16,09:00:12,23800,PE,BUY PE,40.5,23853.90,47.80,23813.0,23874.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-06-16,09:08:12,23850,PE,BUY PE,42.0,23923.90,68.00,23874.0,23949.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-06-16,09:00:12,23800,PE,BUY PE,40.5,23853.90,47.80,23813.0,23874.0,9.0,09:08:12,23923.90,47.80,SL,8.0,-0.29,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-06-16,09:17:12,23950,PE,BUY PE,45.0,23928.65,0.00,23881.0,23953.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-16,09:18:12,23900,PE,BUY PE,44.9,23932.60,54.40,23884.0,23957.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
EXIT,2026-06-16,09:08:12,23850,PE,BUY PE,42.0,23923.90,68.00,23874.0,23949.0,9.0,09:18:12,23932.60,33.75,TIMEOUT,10.0,-0.04,-50.37,-2226,BUY PE,BUY PE,BUY PE
OPEN,2026-06-16,09:22:12,23850,PE,BUY PE,44.5,23916.80,25.30,23868.0,23941.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-06-16,09:17:12,23950,PE,BUY PE,45.0,23928.65,0.00,23881.0,23953.0,9.0,09:27:12,23923.95,65.95,TIMEOUT,10.0,0.02,0.00,0,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-16,09:28:12,23950,PE,BUY PE,45.7,23931.35,71.45,23883.0,23955.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
EXIT,2026-06-16,09:18:12,23900,PE,BUY PE,44.9,23932.60,54.40,23884.0,23957.0,9.0,09:28:12,23931.35,44.95,TIMEOUT,10.0,0.01,-17.37,-614,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-16,09:30:12,23900,PE,BUY PE,45.0,23940.50,39.10,23892.0,23965.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-16,09:22:12,23850,PE,BUY PE,44.5,23916.80,25.30,23868.0,23941.0,9.0,09:32:12,23938.35,22.10,TIMEOUT,10.0,-0.09,-12.65,-208,BUY CE,BUY PE,BUY CE
EXIT,2026-06-16,09:28:12,23950,PE,BUY PE,45.7,23931.35,71.45,23883.0,23955.0,9.0,09:37:12,23943.10,53.15,TIMEOUT,9.0,-0.05,-25.61,-1190,BUY CE,BUY PE,NO TRADE
EXIT,2026-06-16,09:30:12,23900,PE,BUY PE,45.0,23940.50,39.10,23892.0,23965.0,9.0,09:40:12,23935.00,34.65,TIMEOUT,10.0,0.02,-11.38,-289,BUY CE,BUY PE,BUY PE
OPEN,2026-06-16,09:41:12,23900,PE,BUY PE,38.9,23931.40,34.65,23886.0,23954.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-16,09:44:12,23850,PE,BUY PE,38.1,23921.35,22.65,23875.0,23944.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,BUY PE
EXIT,2026-06-16,09:41:12,23900,PE,BUY PE,38.9,23931.40,34.65,23886.0,23954.0,9.0,09:50:12,23936.35,35.20,TIMEOUT,9.0,-0.02,1.59,36,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-16,09:53:12,23900,PE,BUY PE,38.8,23933.70,38.25,23888.0,23957.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
EXIT,2026-06-16,09:44:12,23850,PE,BUY PE,38.1,23921.35,22.65,23875.0,23944.0,9.0,09:54:12,23938.90,17.85,TIMEOUT,10.0,-0.07,-21.19,-312,BUY PE,NO TRADE,BUY PE
EXIT,2026-06-16,09:53:12,23900,PE,BUY PE,38.8,23933.70,38.25,23888.0,23957.0,9.0,10:03:12,23915.50,31.25,TIMEOUT,10.0,0.08,-18.30,-455,BUY PE,BUY PE,BUY CE
OPEN,2026-06-16,14:45:12,23900,PE,BUY PE,35.2,23963.45,1.05,23931.0,23979.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY PE,NO TRADE
OPEN,2026-06-16,14:47:12,23950,PE,BUY PE,35.4,23978.70,10.10,23947.0,23995.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY PE,BUY PE
EXIT,2026-06-16,14:45:12,23900,PE,BUY PE,35.2,23963.45,1.05,23931.0,23979.0,9.0,14:48:12,23978.70,2.05,FLIP,3.0,-0.06,95.24,65,NO TRADE,BUY PE,NO TRADE
EXIT,2026-06-16,14:47:12,23950,PE,BUY PE,35.4,23978.70,10.10,23947.0,23995.0,9.0,14:48:12,23978.70,10.10,FLIP,1.0,0.00,0.00,0,NO TRADE,BUY PE,BUY PE
OPEN,2026-06-16,14:48:12,24050,CE,BUY CE,35.9,23982.15,1.10,24014.0,23966.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-06-16,14:48:12,24050,CE,BUY CE,35.9,23982.15,1.10,24014.0,23966.0,18.0,14:52:12,23977.40,0.75,FLIP,4.0,-0.02,-31.82,-23,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-16,14:52:12,23900,PE,BUY PE,35.6,23974.70,0.55,23943.0,23991.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY PE,BUY CE
EXIT,2026-06-16,14:52:12,23900,PE,BUY PE,35.6,23974.70,0.55,23943.0,23991.0,9.0,14:53:12,23974.70,0.55,FLIP,1.0,0.00,0.00,0,NO TRADE,BUY PE,BUY CE
OPEN,2026-06-16,14:53:12,24050,CE,BUY CE,35.8,23984.50,0.95,24018.0,23968.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-06-16,15:00:12,24000,CE,BUY CE,51.5,23984.70,5.05,24019.0,23968.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-06-16,14:53:12,24050,CE,BUY CE,35.8,23984.50,0.95,24018.0,23968.0,18.0,15:12:12,23985.85,0.10,TIMEOUT,19.0,0.01,-89.47,-55,BUY CE,BUY CE,BUY CE
EXIT,2026-06-16,15:00:12,24000,CE,BUY CE,51.5,23984.70,5.05,24019.0,23968.0,29.0,15:30:12,23995.00,0.05,EOD,30.0,0.04,-99.01,-325,BUY CE,BUY CE,NO TRADE
OPEN,2026-06-17,09:16:12,24000,PE,BUY PE,45.0,24009.65,164.80,23974.0,24028.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-17,09:20:12,23950,PE,BUY PE,45.2,23974.25,147.45,23934.0,23994.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-17,09:20:12,23950,PE,BUY PE,45.2,23974.25,147.45,23934.0,23994.0,9.0,09:21:12,23994.30,147.45,SL,1.0,-0.08,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-06-17,09:22:12,23950,PE,BUY PE,44.7,23984.95,147.45,23946.0,24004.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-17,09:16:12,24000,PE,BUY PE,45.0,24009.65,164.80,23974.0,24028.0,9.0,09:26:12,23993.45,173.65,TIMEOUT,10.0,0.07,5.37,575,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-17,09:27:12,24000,PE,BUY PE,46.1,23999.50,173.65,23962.0,24019.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-17,09:22:12,23950,PE,BUY PE,44.7,23984.95,147.45,23946.0,24004.0,9.0,09:29:12,24013.70,143.75,SL,7.0,-0.12,-2.51,-240,BUY CE,BUY PE,BUY PE
EXIT,2026-06-17,09:27:12,24000,PE,BUY PE,46.1,23999.50,173.65,23962.0,24019.0,9.0,09:30:12,24022.75,168.00,SL,3.0,-0.10,-3.25,-367,BUY CE,BUY PE,BUY PE
OPEN,2026-06-17,09:31:12,24000,PE,BUY PE,44.9,24025.25,168.00,23985.0,24045.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-17,09:32:12,24050,PE,BUY PE,45.2,24032.95,184.70,23993.0,24053.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-06-17,09:31:12,24000,PE,BUY PE,44.9,24025.25,168.00,23985.0,24045.0,9.0,09:39:12,24050.05,156.95,SL,8.0,-0.10,-6.58,-718,BUY CE,BUY PE,NO TRADE
OPEN,2026-06-17,09:40:12,24000,PE,BUY PE,38.8,24052.15,147.50,24010.0,24073.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-06-17,09:32:12,24050,PE,BUY PE,45.2,24032.95,184.70,23993.0,24053.0,9.0,09:42:12,24053.50,170.70,SL,10.0,-0.09,-7.58,-910,BUY CE,BUY PE,BUY PE
EXIT,2026-06-17,09:40:12,24000,PE,BUY PE,38.8,24052.15,147.50,24010.0,24073.0,9.0,09:50:12,24061.70,142.35,TIMEOUT,10.0,-0.04,-3.49,-335,BUY PE,BUY PE,NO TRADE
OPEN,2026-06-17,09:51:12,24000,PE,BUY PE,36.8,24057.45,142.35,24018.0,24077.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,BUY PE
EXIT,2026-06-17,09:51:12,24000,PE,BUY PE,36.8,24057.45,142.35,24018.0,24077.0,9.0,10:00:12,24065.35,142.40,TIMEOUT,9.0,-0.03,0.04,3,BUY PE,NO TRADE,BUY PE
